cod_ocorrencia;ano;mes_ano;munic;mcirc;regiao;roubo_em_coletivo
1;2003;2003m01;Rio de Janeiro;3304557;Capital;8
2;2003;2003m01;Rio de Janeiro;3304557;Capital;12
3;2003;2003m01;Rio de Janeiro;3304557;Capital;4
4;2003;2003m01;Rio de Janeiro;3304557;Capital;22
5;2003;2003m01;Rio de Janeiro;3304557;Capital;0
6;2003;2003m01;Rio de Janeiro;3304557;Capital;10
7;2003;2003m01;Rio de Janeiro;3304557;Capital;10
8;2003;2003m01;Rio de Janeiro;3304557;Capital;5
9;2003;2003m01;Rio de Janeiro;3304557;Capital;4
10;2003;2003m01;Rio de Janeiro;3304557;Capital;6
11;2003;2003m01;Rio de Janeiro;3304557;Capital;2
12;2003;2003m01;Rio de Janeiro;3304557;Capital;7
13;2003;2003m01;Rio de Janeiro;3304557;Capital;15
14;2003;2003m01;Rio de Janeiro;3304557;Capital;8
15;2003;2003m01;Rio de Janeiro;3304557;Capital;4
16;2003;2003m01;Rio de Janeiro;3304557;Capital;3
17;2003;2003m01;Rio de Janeiro;3304557;Capital;40
18;2003;2003m01;Rio de Janeiro;3304557;Capital;14
19;2003;2003m01;Rio de Janeiro;3304557;Capital;4
20;2003;2003m01;Rio de Janeiro;3304557;Capital;3
21;2003;2003m01;Rio de Janeiro;3304557;Capital;6
22;2003;2003m01;Rio de Janeiro;3304557;Capital;0
23;2003;2003m01;Rio de Janeiro;3304557;Capital;7
24;2003;2003m01;Rio de Janeiro;3304557;Capital;12
25;2003;2003m01;Rio de Janeiro;3304557;Capital;21
26;2003;2003m01;Rio de Janeiro;3304557;Capital;9
27;2003;2003m01;Rio de Janeiro;3304557;Capital;0
28;2003;2003m01;Rio de Janeiro;3304557;Capital;19
29;2003;2003m01;Rio de Janeiro;3304557;Capital;4
30;2003;2003m01;Rio de Janeiro;3304557;Capital;13
31;2003;2003m01;Rio de Janeiro;3304557;Capital;26
32;2003;2003m01;Rio de Janeiro;3304557;Capital;13
33;2003;2003m01;Rio de Janeiro;3304557;Capital;10
34;2003;2003m01;Rio de Janeiro;3304557;Capital;6
35;2003;2003m01;Rio de Janeiro;3304557;Capital;12
36;2003;2003m01;Rio de Janeiro;3304557;Capital;8
37;2003;2003m01;Rio de Janeiro;3304557;Capital;4
38;2003;2003m01;Rio de Janeiro;3304557;Capital;7
39;2003;2003m01;Seropédica;3305554;Baixada Fluminense;0
40;2003;2003m01;Itaguaí;3302007;Baixada Fluminense;0
41;2003;2003m01;Paracambi;3303609;Baixada Fluminense;0
42;2003;2003m01;Nova Iguaçu;3303500;Baixada Fluminense;8
43;2003;2003m01;Mesquita;3302858;Baixada Fluminense;1
44;2003;2003m01;Belford Roxo;3300456;Baixada Fluminense;3
45;2003;2003m01;"Queimados;Japeri";9999981;Baixada Fluminense;4
46;2003;2003m01;Nova Iguaçu;3303500;Baixada Fluminense;6
47;2003;2003m01;Nilópolis;3303203;Baixada Fluminense;4
48;2003;2003m01;Nova Iguaçu;3303500;Baixada Fluminense;9
49;2003;2003m01;Duque de Caxias;3301702;Baixada Fluminense;29
50;2003;2003m01;Duque de Caxias;3301702;Baixada Fluminense;22
51;2003;2003m01;Duque de Caxias;3301702;Baixada Fluminense;2
52;2003;2003m01;Duque de Caxias;3301702;Baixada Fluminense;9
53;2003;2003m01;São João de Meriti;3305109;Baixada Fluminense;7
54;2003;2003m01;"Magé;Guapimirim";9999982;Baixada Fluminense;2
55;2003;2003m01;Magé;3302502;Baixada Fluminense;4
56;2003;2003m01;"Itaboraí;Tanguá";9999983;Interior;29
57;2003;2003m01;São Gonçalo;3304904;Grande Niterói;12
58;2003;2003m01;São Gonçalo;3304904;Grande Niterói;8
59;2003;2003m01;São Gonçalo;3304904;Grande Niterói;29
60;2003;2003m01;São Gonçalo;3304904;Grande Niterói;11
61;2003;2003m01;Niterói;3303302;Grande Niterói;20
62;2003;2003m01;Niterói;3303302;Grande Niterói;15
63;2003;2003m01;Niterói;3303302;Grande Niterói;29
64;2003;2003m01;Niterói;3303302;Grande Niterói;0
65;2003;2003m01;Niterói;3303302;Grande Niterói;3
66;2003;2003m01;Maricá;3302700;Grande Niterói;3
67;2003;2003m01;Barra do Pirai;3300308;Interior;0
68;2003;2003m01;Resende;3304201;Interior;3
69;2003;2003m01;Barra Mansa;3300407;Interior;1
70;2003;2003m01;Valença;3306107;Interior;0
71;2003;2003m01;Rio das Flores;3304508;Interior;0
72;2003;2003m01;Volta Redonda;3306305;Interior;1
73;2003;2003m01;"Piraí;Pinheiral";9999988;Interior;0
74;2003;2003m01;Vassouras;3306206;Interior;0
75;2003;2003m01;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
76;2003;2003m01;Mendes;3302809;Interior;0
77;2003;2003m01;Engenheiro Paulo de Frontin;3301801;Interior;0
78;2003;2003m01;Itatiaia;3302254;Interior;0
79;2003;2003m01;"Porto Real;Quatis";9999992;Interior;2
80;2003;2003m01;São José do Vale do Rio Preto;3305158;Interior;0
81;2003;2003m01;Petrópolis;3303906;Interior;3
82;2003;2003m01;Petrópolis;3303906;Interior;0
83;2003;2003m01;Paraíba do Sul;3303708;Interior;0
84;2003;2003m01;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;0
85;2003;2003m01;Sapucaia;3305406;Interior;0
86;2003;2003m01;Teresópolis;3305802;Interior;0
87;2003;2003m01;Sumidouro;3305703;Interior;2
88;2003;2003m01;Carmo;3301207;Interior;0
89;2003;2003m01;Araruama;3300209;Interior;0
90;2003;2003m01;Rio Bonito;3304300;Interior;1
91;2003;2003m01;Silva Jardim;3305604;Interior;0
92;2003;2003m01;Casimiro de Abreu;3301306;Interior;0
93;2003;2003m01;Conceição de Macabú;3301405;Interior;0
94;2003;2003m01;"Macaé;Quissamã;Carapebus";9999984;Interior;1
95;2003;2003m01;Saquarema;3305505;Interior;0
96;2003;2003m01;São Pedro da Aldeia;3305208;Interior;0
97;2003;2003m01;"Cabo Frio;Arraial do Cabo";9999985;Interior;2
98;2003;2003m01;Armação dos Búzios;3300233;Interior;1
99;2003;2003m01;Rio das Ostras;3304524;Interior;1
100;2003;2003m01;Iguaba Grande;3301876;Interior;0
101;2003;2003m01;Campos dos Goytacazes;3301009;Interior;4
102;2003;2003m01;Itaocara;3302106;Interior;1
103;2003;2003m01;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
104;2003;2003m01;Miracema;3303005;Interior;0
105;2003;2003m01;Laje do Muriaé;3302304;Interior;0
106;2003;2003m01;Porciúncula;3304102;Interior;0
107;2003;2003m01;"Natividade;Varre-Sai";9999997;Interior;0
108;2003;2003m01;São Fidélis;3304805;Interior;0
109;2003;2003m01;Cambuci;3300902;Interior;0
110;2003;2003m01;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;0
111;2003;2003m01;Bom Jesus de Itabapoana;3300605;Interior;0
112;2003;2003m01;São João da Barra;3305000;Interior;0
113;2003;2003m01;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior;1
114;2003;2003m01;Nova Friburgo;3303401;Interior;5
115;2003;2003m01;Duas Barras;3301603;Interior;0
116;2003;2003m01;Cantagalo;3301108;Interior;0
117;2003;2003m01;"Cordeiro;Macuco";9999998;Interior;0
118;2003;2003m01;São Sebastião do Alto;3305307;Interior;0
119;2003;2003m01;Santa Maria Madalena;3304607;Interior;0
120;2003;2003m01;Trajano de Morais;3305901;Interior;0
121;2003;2003m01;Bom Jardim;3300506;Interior;0
122;2003;2003m01;Cachoeiras de Macacu;3300803;Interior;0
123;2003;2003m01;Mangaratiba;3302601;Interior;0
124;2003;2003m01;Angra dos Reis;3300100;Interior;2
125;2003;2003m01;Paraty;3303807;Interior;0
126;2003;2003m01;Rio Claro;3304409;Interior;0
127;2003;2003m02;Rio de Janeiro;3304557;Capital;13
128;2003;2003m02;Rio de Janeiro;3304557;Capital;13
129;2003;2003m02;Rio de Janeiro;3304557;Capital;6
130;2003;2003m02;Rio de Janeiro;3304557;Capital;14
131;2003;2003m02;Rio de Janeiro;3304557;Capital;0
132;2003;2003m02;Rio de Janeiro;3304557;Capital;19
133;2003;2003m02;Rio de Janeiro;3304557;Capital;23
134;2003;2003m02;Rio de Janeiro;3304557;Capital;8
135;2003;2003m02;Rio de Janeiro;3304557;Capital;5
136;2003;2003m02;Rio de Janeiro;3304557;Capital;5
137;2003;2003m02;Rio de Janeiro;3304557;Capital;2
138;2003;2003m02;Rio de Janeiro;3304557;Capital;12
139;2003;2003m02;Rio de Janeiro;3304557;Capital;10
140;2003;2003m02;Rio de Janeiro;3304557;Capital;15
141;2003;2003m02;Rio de Janeiro;3304557;Capital;3
142;2003;2003m02;Rio de Janeiro;3304557;Capital;8
143;2003;2003m02;Rio de Janeiro;3304557;Capital;42
144;2003;2003m02;Rio de Janeiro;3304557;Capital;14
145;2003;2003m02;Rio de Janeiro;3304557;Capital;11
146;2003;2003m02;Rio de Janeiro;3304557;Capital;7
147;2003;2003m02;Rio de Janeiro;3304557;Capital;5
148;2003;2003m02;Rio de Janeiro;3304557;Capital;0
149;2003;2003m02;Rio de Janeiro;3304557;Capital;4
150;2003;2003m02;Rio de Janeiro;3304557;Capital;12
151;2003;2003m02;Rio de Janeiro;3304557;Capital;16
152;2003;2003m02;Rio de Janeiro;3304557;Capital;8
153;2003;2003m02;Rio de Janeiro;3304557;Capital;0
154;2003;2003m02;Rio de Janeiro;3304557;Capital;5
155;2003;2003m02;Rio de Janeiro;3304557;Capital;10
156;2003;2003m02;Rio de Janeiro;3304557;Capital;11
157;2003;2003m02;Rio de Janeiro;3304557;Capital;27
158;2003;2003m02;Rio de Janeiro;3304557;Capital;21
159;2003;2003m02;Rio de Janeiro;3304557;Capital;20
160;2003;2003m02;Rio de Janeiro;3304557;Capital;13
161;2003;2003m02;Rio de Janeiro;3304557;Capital;14
162;2003;2003m02;Rio de Janeiro;3304557;Capital;12
163;2003;2003m02;Rio de Janeiro;3304557;Capital;4
164;2003;2003m02;Rio de Janeiro;3304557;Capital;1
165;2003;2003m02;Seropédica;3305554;Baixada Fluminense;1
166;2003;2003m02;Itaguaí;3302007;Baixada Fluminense;1
167;2003;2003m02;Paracambi;3303609;Baixada Fluminense;0
168;2003;2003m02;Nova Iguaçu;3303500;Baixada Fluminense;3
169;2003;2003m02;Mesquita;3302858;Baixada Fluminense;7
170;2003;2003m02;Belford Roxo;3300456;Baixada Fluminense;3
171;2003;2003m02;"Queimados;Japeri";9999981;Baixada Fluminense;0
172;2003;2003m02;Nova Iguaçu;3303500;Baixada Fluminense;4
173;2003;2003m02;Nilópolis;3303203;Baixada Fluminense;2
174;2003;2003m02;Nova Iguaçu;3303500;Baixada Fluminense;8
175;2003;2003m02;Duque de Caxias;3301702;Baixada Fluminense;45
176;2003;2003m02;Duque de Caxias;3301702;Baixada Fluminense;21
177;2003;2003m02;Duque de Caxias;3301702;Baixada Fluminense;1
178;2003;2003m02;Duque de Caxias;3301702;Baixada Fluminense;5
179;2003;2003m02;São João de Meriti;3305109;Baixada Fluminense;18
180;2003;2003m02;"Magé;Guapimirim";9999982;Baixada Fluminense;3
181;2003;2003m02;Magé;3302502;Baixada Fluminense;4
182;2003;2003m02;"Itaboraí;Tanguá";9999983;Interior;15
183;2003;2003m02;São Gonçalo;3304904;Grande Niterói;17
184;2003;2003m02;São Gonçalo;3304904;Grande Niterói;15
185;2003;2003m02;São Gonçalo;3304904;Grande Niterói;24
186;2003;2003m02;São Gonçalo;3304904;Grande Niterói;4
187;2003;2003m02;Niterói;3303302;Grande Niterói;9
188;2003;2003m02;Niterói;3303302;Grande Niterói;14
189;2003;2003m02;Niterói;3303302;Grande Niterói;19
190;2003;2003m02;Niterói;3303302;Grande Niterói;6
191;2003;2003m02;Niterói;3303302;Grande Niterói;3
192;2003;2003m02;Maricá;3302700;Grande Niterói;1
193;2003;2003m02;Barra do Pirai;3300308;Interior;0
194;2003;2003m02;Resende;3304201;Interior;4
195;2003;2003m02;Barra Mansa;3300407;Interior;1
196;2003;2003m02;Valença;3306107;Interior;0
197;2003;2003m02;Rio das Flores;3304508;Interior;0
198;2003;2003m02;Volta Redonda;3306305;Interior;3
199;2003;2003m02;"Piraí;Pinheiral";9999988;Interior;0
200;2003;2003m02;Vassouras;3306206;Interior;0
201;2003;2003m02;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
202;2003;2003m02;Mendes;3302809;Interior;0
203;2003;2003m02;Engenheiro Paulo de Frontin;3301801;Interior;0
204;2003;2003m02;Itatiaia;3302254;Interior;0
205;2003;2003m02;"Porto Real;Quatis";9999992;Interior;0
206;2003;2003m02;São José do Vale do Rio Preto;3305158;Interior;0
207;2003;2003m02;Petrópolis;3303906;Interior;0
208;2003;2003m02;Petrópolis;3303906;Interior;0
209;2003;2003m02;Paraíba do Sul;3303708;Interior;0
210;2003;2003m02;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;3
211;2003;2003m02;Sapucaia;3305406;Interior;0
212;2003;2003m02;Teresópolis;3305802;Interior;0
213;2003;2003m02;Sumidouro;3305703;Interior;0
214;2003;2003m02;Carmo;3301207;Interior;0
215;2003;2003m02;Araruama;3300209;Interior;0
216;2003;2003m02;Rio Bonito;3304300;Interior;2
217;2003;2003m02;Silva Jardim;3305604;Interior;0
218;2003;2003m02;Casimiro de Abreu;3301306;Interior;0
219;2003;2003m02;Conceição de Macabú;3301405;Interior;0
220;2003;2003m02;"Macaé;Quissamã;Carapebus";9999984;Interior;3
221;2003;2003m02;Saquarema;3305505;Interior;0
222;2003;2003m02;São Pedro da Aldeia;3305208;Interior;1
223;2003;2003m02;"Cabo Frio;Arraial do Cabo";9999985;Interior;4
224;2003;2003m02;Armação dos Búzios;3300233;Interior;0
225;2003;2003m02;Rio das Ostras;3304524;Interior;0
226;2003;2003m02;Iguaba Grande;3301876;Interior;0
227;2003;2003m02;Campos dos Goytacazes;3301009;Interior;0
228;2003;2003m02;Itaocara;3302106;Interior;0
229;2003;2003m02;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
230;2003;2003m02;Miracema;3303005;Interior;0
231;2003;2003m02;Laje do Muriaé;3302304;Interior;0
232;2003;2003m02;Porciúncula;3304102;Interior;0
233;2003;2003m02;"Natividade;Varre-Sai";9999997;Interior;0
234;2003;2003m02;São Fidélis;3304805;Interior;0
235;2003;2003m02;Cambuci;3300902;Interior;0
236;2003;2003m02;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;0
237;2003;2003m02;Bom Jesus de Itabapoana;3300605;Interior;0
238;2003;2003m02;São João da Barra;3305000;Interior;0
239;2003;2003m02;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior;0
240;2003;2003m02;Nova Friburgo;3303401;Interior;0
241;2003;2003m02;Duas Barras;3301603;Interior;0
242;2003;2003m02;Cantagalo;3301108;Interior;0
243;2003;2003m02;"Cordeiro;Macuco";9999998;Interior;0
244;2003;2003m02;São Sebastião do Alto;3305307;Interior;0
245;2003;2003m02;Santa Maria Madalena;3304607;Interior;0
246;2003;2003m02;Trajano de Morais;3305901;Interior;0
247;2003;2003m02;Bom Jardim;3300506;Interior;0
248;2003;2003m02;Cachoeiras de Macacu;3300803;Interior;0
249;2003;2003m02;Mangaratiba;3302601;Interior;0
250;2003;2003m02;Angra dos Reis;3300100;Interior;4
251;2003;2003m02;Paraty;3303807;Interior;0
252;2003;2003m02;Rio Claro;3304409;Interior;0
253;2003;2003m03;Rio de Janeiro;3304557;Capital;4
254;2003;2003m03;Rio de Janeiro;3304557;Capital;15
255;2003;2003m03;Rio de Janeiro;3304557;Capital;6
256;2003;2003m03;Rio de Janeiro;3304557;Capital;7
257;2003;2003m03;Rio de Janeiro;3304557;Capital;0
258;2003;2003m03;Rio de Janeiro;3304557;Capital;10
259;2003;2003m03;Rio de Janeiro;3304557;Capital;7
260;2003;2003m03;Rio de Janeiro;3304557;Capital;2
261;2003;2003m03;Rio de Janeiro;3304557;Capital;3
262;2003;2003m03;Rio de Janeiro;3304557;Capital;1
263;2003;2003m03;Rio de Janeiro;3304557;Capital;4
264;2003;2003m03;Rio de Janeiro;3304557;Capital;9
265;2003;2003m03;Rio de Janeiro;3304557;Capital;7
266;2003;2003m03;Rio de Janeiro;3304557;Capital;1
267;2003;2003m03;Rio de Janeiro;3304557;Capital;3
268;2003;2003m03;Rio de Janeiro;3304557;Capital;5
269;2003;2003m03;Rio de Janeiro;3304557;Capital;33
270;2003;2003m03;Rio de Janeiro;3304557;Capital;11
271;2003;2003m03;Rio de Janeiro;3304557;Capital;7
272;2003;2003m03;Rio de Janeiro;3304557;Capital;4
273;2003;2003m03;Rio de Janeiro;3304557;Capital;4
274;2003;2003m03;Rio de Janeiro;3304557;Capital;0
275;2003;2003m03;Rio de Janeiro;3304557;Capital;3
276;2003;2003m03;Rio de Janeiro;3304557;Capital;15
277;2003;2003m03;Rio de Janeiro;3304557;Capital;33
278;2003;2003m03;Rio de Janeiro;3304557;Capital;8
279;2003;2003m03;Rio de Janeiro;3304557;Capital;1
280;2003;2003m03;Rio de Janeiro;3304557;Capital;8
281;2003;2003m03;Rio de Janeiro;3304557;Capital;12
282;2003;2003m03;Rio de Janeiro;3304557;Capital;19
283;2003;2003m03;Rio de Janeiro;3304557;Capital;27
284;2003;2003m03;Rio de Janeiro;3304557;Capital;19
285;2003;2003m03;Rio de Janeiro;3304557;Capital;8
286;2003;2003m03;Rio de Janeiro;3304557;Capital;6
287;2003;2003m03;Rio de Janeiro;3304557;Capital;14
288;2003;2003m03;Rio de Janeiro;3304557;Capital;18
289;2003;2003m03;Rio de Janeiro;3304557;Capital;7
290;2003;2003m03;Rio de Janeiro;3304557;Capital;7
291;2003;2003m03;Seropédica;3305554;Baixada Fluminense;0
292;2003;2003m03;Itaguaí;3302007;Baixada Fluminense;2
293;2003;2003m03;Paracambi;3303609;Baixada Fluminense;0
294;2003;2003m03;Nova Iguaçu;3303500;Baixada Fluminense;6
295;2003;2003m03;Mesquita;3302858;Baixada Fluminense;10
296;2003;2003m03;Belford Roxo;3300456;Baixada Fluminense;10
297;2003;2003m03;"Queimados;Japeri";9999981;Baixada Fluminense;1
298;2003;2003m03;Nova Iguaçu;3303500;Baixada Fluminense;8
299;2003;2003m03;Nilópolis;3303203;Baixada Fluminense;3
300;2003;2003m03;Nova Iguaçu;3303500;Baixada Fluminense;13
301;2003;2003m03;Duque de Caxias;3301702;Baixada Fluminense;23
302;2003;2003m03;Duque de Caxias;3301702;Baixada Fluminense;15
303;2003;2003m03;Duque de Caxias;3301702;Baixada Fluminense;1
304;2003;2003m03;Duque de Caxias;3301702;Baixada Fluminense;4
305;2003;2003m03;São João de Meriti;3305109;Baixada Fluminense;13
306;2003;2003m03;"Magé;Guapimirim";9999982;Baixada Fluminense;5
307;2003;2003m03;Magé;3302502;Baixada Fluminense;2
308;2003;2003m03;"Itaboraí;Tanguá";9999983;Interior;20
309;2003;2003m03;São Gonçalo;3304904;Grande Niterói;15
310;2003;2003m03;São Gonçalo;3304904;Grande Niterói;16
311;2003;2003m03;São Gonçalo;3304904;Grande Niterói;37
312;2003;2003m03;São Gonçalo;3304904;Grande Niterói;10
313;2003;2003m03;Niterói;3303302;Grande Niterói;26
314;2003;2003m03;Niterói;3303302;Grande Niterói;15
315;2003;2003m03;Niterói;3303302;Grande Niterói;21
316;2003;2003m03;Niterói;3303302;Grande Niterói;7
317;2003;2003m03;Niterói;3303302;Grande Niterói;4
318;2003;2003m03;Maricá;3302700;Grande Niterói;4
319;2003;2003m03;Barra do Pirai;3300308;Interior;1
320;2003;2003m03;Resende;3304201;Interior;3
321;2003;2003m03;Barra Mansa;3300407;Interior;2
322;2003;2003m03;Valença;3306107;Interior;0
323;2003;2003m03;Rio das Flores;3304508;Interior;0
324;2003;2003m03;Volta Redonda;3306305;Interior;7
325;2003;2003m03;"Piraí;Pinheiral";9999988;Interior;0
326;2003;2003m03;Vassouras;3306206;Interior;0
327;2003;2003m03;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
328;2003;2003m03;Mendes;3302809;Interior;0
329;2003;2003m03;Engenheiro Paulo de Frontin;3301801;Interior;0
330;2003;2003m03;Itatiaia;3302254;Interior;0
331;2003;2003m03;"Porto Real;Quatis";9999992;Interior;0
332;2003;2003m03;São José do Vale do Rio Preto;3305158;Interior;0
333;2003;2003m03;Petrópolis;3303906;Interior;2
334;2003;2003m03;Petrópolis;3303906;Interior;1
335;2003;2003m03;Paraíba do Sul;3303708;Interior;0
336;2003;2003m03;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;7
337;2003;2003m03;Sapucaia;3305406;Interior;0
338;2003;2003m03;Teresópolis;3305802;Interior;0
339;2003;2003m03;Sumidouro;3305703;Interior;0
340;2003;2003m03;Carmo;3301207;Interior;0
341;2003;2003m03;Araruama;3300209;Interior;1
342;2003;2003m03;Rio Bonito;3304300;Interior;0
343;2003;2003m03;Silva Jardim;3305604;Interior;0
344;2003;2003m03;Casimiro de Abreu;3301306;Interior;0
345;2003;2003m03;Conceição de Macabú;3301405;Interior;0
346;2003;2003m03;"Macaé;Quissamã;Carapebus";9999984;Interior;1
347;2003;2003m03;Saquarema;3305505;Interior;2
348;2003;2003m03;São Pedro da Aldeia;3305208;Interior;0
349;2003;2003m03;"Cabo Frio;Arraial do Cabo";9999985;Interior;5
350;2003;2003m03;Armação dos Búzios;3300233;Interior;0
351;2003;2003m03;Rio das Ostras;3304524;Interior;0
352;2003;2003m03;Iguaba Grande;3301876;Interior;0
353;2003;2003m03;Campos dos Goytacazes;3301009;Interior;4
354;2003;2003m03;Itaocara;3302106;Interior;0
355;2003;2003m03;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
356;2003;2003m03;Miracema;3303005;Interior;0
357;2003;2003m03;Laje do Muriaé;3302304;Interior;0
358;2003;2003m03;Porciúncula;3304102;Interior;0
359;2003;2003m03;"Natividade;Varre-Sai";9999997;Interior;0
360;2003;2003m03;São Fidélis;3304805;Interior;0
361;2003;2003m03;Cambuci;3300902;Interior;0
362;2003;2003m03;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;0
363;2003;2003m03;Bom Jesus de Itabapoana;3300605;Interior;0
364;2003;2003m03;São João da Barra;3305000;Interior;1
365;2003;2003m03;"Campos dos Goytacazes;São Francisco de Itabapoana";9999987;Interior;2
366;2003;2003m03;Nova Friburgo;3303401;Interior;0
367;2003;2003m03;Duas Barras;3301603;Interior;0
368;2003;2003m03;Cantagalo;3301108;Interior;0
369;2003;2003m03;"Cordeiro;Macuco";9999998;Interior;0
370;2003;2003m03;São Sebastião do Alto;3305307;Interior;0
371;2003;2003m03;Santa Maria Madalena;3304607;Interior;0
372;2003;2003m03;Trajano de Morais;3305901;Interior;0
373;2003;2003m03;Bom Jardim;3300506;Interior;0
374;2003;2003m03;Cachoeiras de Macacu;3300803;Interior;0
375;2003;2003m03;Mangaratiba;3302601;Interior;0
376;2003;2003m03;Angra dos Reis;3300100;Interior;5
377;2003;2003m03;Paraty;3303807;Interior;0
378;2003;2003m03;Rio Claro;3304409;Interior;0
379;2003;2003m04;Rio de Janeiro;3304557;Capital;10
380;2003;2003m04;Rio de Janeiro;3304557;Capital;10
381;2003;2003m04;Rio de Janeiro;3304557;Capital;3
382;2003;2003m04;Rio de Janeiro;3304557;Capital;9
383;2003;2003m04;Rio de Janeiro;3304557;Capital;0
384;2003;2003m04;Rio de Janeiro;3304557;Capital;5
385;2003;2003m04;Rio de Janeiro;3304557;Capital;5
386;2003;2003m04;Rio de Janeiro;3304557;Capital;3
387;2003;2003m04;Rio de Janeiro;3304557;Capital;2
388;2003;2003m04;Rio de Janeiro;3304557;Capital;3
389;2003;2003m04;Rio de Janeiro;3304557;Capital;11
390;2003;2003m04;Rio de Janeiro;3304557;Capital;10
391;2003;2003m04;Rio de Janeiro;3304557;Capital;8
392;2003;2003m04;Rio de Janeiro;3304557;Capital;4
393;2003;2003m04;Rio de Janeiro;3304557;Capital;2
394;2003;2003m04;Rio de Janeiro;3304557;Capital;3
395;2003;2003m04;Rio de Janeiro;3304557;Capital;19
396;2003;2003m04;Rio de Janeiro;3304557;Capital;13
397;2003;2003m04;Rio de Janeiro;3304557;Capital;9
398;2003;2003m04;Rio de Janeiro;3304557;Capital;4
399;2003;2003m04;Rio de Janeiro;3304557;Capital;2
400;2003;2003m04;Rio de Janeiro;3304557;Capital;0
401;2003;2003m04;Rio de Janeiro;3304557;Capital;7
402;2003;2003m04;Rio de Janeiro;3304557;Capital;9
403;2003;2003m04;Rio de Janeiro;3304557;Capital;23
404;2003;2003m04;Rio de Janeiro;3304557;Capital;21
405;2003;2003m04;Rio de Janeiro;3304557;Capital;0
406;2003;2003m04;Rio de Janeiro;3304557;Capital;12
407;2003;2003m04;Rio de Janeiro;3304557;Capital;17
408;2003;2003m04;Rio de Janeiro;3304557;Capital;22
409;2003;2003m04;Rio de Janeiro;3304557;Capital;36
410;2003;2003m04;Rio de Janeiro;3304557;Capital;19
411;2003;2003m04;Rio de Janeiro;3304557;Capital;14
412;2003;2003m04;Rio de Janeiro;3304557;Capital;12
413;2003;2003m04;Rio de Janeiro;3304557;Capital;26
414;2003;2003m04;Rio de Janeiro;3304557;Capital;14
415;2003;2003m04;Rio de Janeiro;3304557;Capital;8
416;2003;2003m04;Rio de Janeiro;3304557;Capital;0
417;2003;2003m04;Rio de Janeiro;3304557;Capital;3
418;2003;2003m04;Seropédica;3305554;Baixada Fluminense;0
419;2003;2003m04;Itaguaí;3302007;Baixada Fluminense;1
420;2003;2003m04;Paracambi;3303609;Baixada Fluminense;0
421;2003;2003m04;Nova Iguaçu;3303500;Baixada Fluminense;7
422;2003;2003m04;Mesquita;3302858;Baixada Fluminense;4
423;2003;2003m04;Belford Roxo;3300456;Baixada Fluminense;4
424;2003;2003m04;"Queimados;Japeri";9999981;Baixada Fluminense;3
425;2003;2003m04;Nova Iguaçu;3303500;Baixada Fluminense;4
426;2003;2003m04;Nilópolis;3303203;Baixada Fluminense;7
427;2003;2003m04;Nova Iguaçu;3303500;Baixada Fluminense;2
428;2003;2003m04;Duque de Caxias;3301702;Baixada Fluminense;32
429;2003;2003m04;Duque de Caxias;3301702;Baixada Fluminense;12
430;2003;2003m04;Duque de Caxias;3301702;Baixada Fluminense;1
431;2003;2003m04;Duque de Caxias;3301702;Baixada Fluminense;2
432;2003;2003m04;São João de Meriti;3305109;Baixada Fluminense;14
433;2003;2003m04;"Magé;Guapimirim";9999982;Baixada Fluminense;1
434;2003;2003m04;Magé;3302502;Baixada Fluminense;1
435;2003;2003m04;"Itaboraí;Tanguá";9999983;Interior;14
436;2003;2003m04;São Gonçalo;3304904;Grande Niterói;16
437;2003;2003m04;São Gonçalo;3304904;Grande Niterói;7
438;2003;2003m04;São Gonçalo;3304904;Grande Niterói;21
439;2003;2003m04;São Gonçalo;3304904;Grande Niterói;8
440;2003;2003m04;Niterói;3303302;Grande Niterói;13
441;2003;2003m04;Niterói;3303302;Grande Niterói;8
442;2003;2003m04;Niterói;3303302;Grande Niterói;10
443;2003;2003m04;Niterói;3303302;Grande Niterói;3
444;2003;2003m04;Niterói;3303302;Grande Niterói;3
445;2003;2003m04;Maricá;3302700;Grande Niterói;9
446;2003;2003m04;Barra do Pirai;3300308;Interior;0
447;2003;2003m04;Resende;3304201;Interior;4
448;2003;2003m04;Barra Mansa;3300407;Interior;2
449;2003;2003m04;Valença;3306107;Interior;0
450;2003;2003m04;Rio das Flores;3304508;Interior;0
451;2003;2003m04;Volta Redonda;3306305;Interior;0
452;2003;2003m04;"Piraí;Pinheiral";9999988;Interior;0
453;2003;2003m04;Vassouras;3306206;Interior;0
