cod_ocorrencia;ano;mes_ano;munic;mcirc;regiao;roubo_em_coletivo
7628;2007;2007m11;São Sebastião do Alto;3305307;Interior;0
7629;2007;2007m11;Santa Maria Madalena;3304607;Interior;0
7630;2007;2007m11;Trajano de Morais;3305901;Interior;0
7631;2007;2007m11;Bom Jardim;3300506;Interior;0
7632;2007;2007m11;Cachoeiras de Macacu;3300803;Interior;0
7633;2007;2007m11;Mangaratiba;3302601;Interior;1
7634;2007;2007m11;Angra dos Reis;3300100;Interior;1
7635;2007;2007m11;Paraty;3303807;Interior;2
7636;2007;2007m11;Rio Claro;3304409;Interior;0
7637;2007;2007m12;Rio de Janeiro;3304557;Capital;8
7638;2007;2007m12;Rio de Janeiro;3304557;Capital;27
7639;2007;2007m12;Rio de Janeiro;3304557;Capital;6
7640;2007;2007m12;Rio de Janeiro;3304557;Capital;6
7641;2007;2007m12;Rio de Janeiro;3304557;Capital;1
7642;2007;2007m12;Rio de Janeiro;3304557;Capital;4
7643;2007;2007m12;Rio de Janeiro;3304557;Capital;6
7644;2007;2007m12;Rio de Janeiro;3304557;Capital;6
7645;2007;2007m12;Rio de Janeiro;3304557;Capital;5
7646;2007;2007m12;Rio de Janeiro;3304557;Capital;8
7647;2007;2007m12;Rio de Janeiro;3304557;Capital;4
7648;2007;2007m12;Rio de Janeiro;3304557;Capital;14
7649;2007;2007m12;Rio de Janeiro;3304557;Capital;14
7650;2007;2007m12;Rio de Janeiro;3304557;Capital;16
7651;2007;2007m12;Rio de Janeiro;3304557;Capital;6
7652;2007;2007m12;Rio de Janeiro;3304557;Capital;4
7653;2007;2007m12;Rio de Janeiro;3304557;Capital;62
7654;2007;2007m12;Rio de Janeiro;3304557;Capital;28
7655;2007;2007m12;Rio de Janeiro;3304557;Capital;8
7656;2007;2007m12;Rio de Janeiro;3304557;Capital;4
7657;2007;2007m12;Rio de Janeiro;3304557;Capital;13
7658;2007;2007m12;Rio de Janeiro;3304557;Capital;4
7659;2007;2007m12;Rio de Janeiro;3304557;Capital;19
7660;2007;2007m12;Rio de Janeiro;3304557;Capital;7
7661;2007;2007m12;Rio de Janeiro;3304557;Capital;18
7662;2007;2007m12;Rio de Janeiro;3304557;Capital;9
7663;2007;2007m12;Rio de Janeiro;3304557;Capital;1
7664;2007;2007m12;Rio de Janeiro;3304557;Capital;25
7665;2007;2007m12;Rio de Janeiro;3304557;Capital;15
7666;2007;2007m12;Rio de Janeiro;3304557;Capital;25
7667;2007;2007m12;Rio de Janeiro;3304557;Capital;18
7668;2007;2007m12;Rio de Janeiro;3304557;Capital;17
7669;2007;2007m12;Rio de Janeiro;3304557;Capital;13
7670;2007;2007m12;Rio de Janeiro;3304557;Capital;10
7671;2007;2007m12;Rio de Janeiro;3304557;Capital;18
7672;2007;2007m12;Rio de Janeiro;3304557;Capital;12
7673;2007;2007m12;Rio de Janeiro;3304557;Capital;5
7674;2007;2007m12;Rio de Janeiro;3304557;Capital;5
7675;2007;2007m12;Rio de Janeiro;3304557;Capital;13
7676;2007;2007m12;Seropédica;3305554;Baixada Fluminense;5
7677;2007;2007m12;Itaguaí;3302007;Baixada Fluminense;3
7678;2007;2007m12;Paracambi;3303609;Baixada Fluminense;0
7679;2007;2007m12;Nova Iguaçu;3303500;Baixada Fluminense;13
7680;2007;2007m12;Mesquita;3302858;Baixada Fluminense;6
7681;2007;2007m12;Belford Roxo;3300456;Baixada Fluminense;15
7682;2007;2007m12;Queimados;3304144;Baixada Fluminense;1
7683;2007;2007m12;Nova Iguaçu;3303500;Baixada Fluminense;5
7684;2007;2007m12;Nilópolis;3303203;Baixada Fluminense;2
7685;2007;2007m12;Nova Iguaçu;3303500;Baixada Fluminense;3
7686;2007;2007m12;Duque de Caxias;3301702;Baixada Fluminense;41
7687;2007;2007m12;Duque de Caxias;3301702;Baixada Fluminense;10
7688;2007;2007m12;Duque de Caxias;3301702;Baixada Fluminense;0
7689;2007;2007m12;Duque de Caxias;3301702;Baixada Fluminense;10
7690;2007;2007m12;Japeri;3302270;Baixada Fluminense;0
7691;2007;2007m12;São João de Meriti;3305109;Baixada Fluminense;19
7692;2007;2007m12;"Magé;Guapimirim";9999982;Baixada Fluminense;0
7693;2007;2007m12;Magé;3302502;Baixada Fluminense;2
7694;2007;2007m12;"Itaboraí;Tanguá";9999983;Interior;15
7695;2007;2007m12;São Gonçalo;3304904;Grande Niterói;20
7696;2007;2007m12;São Gonçalo;3304904;Grande Niterói;9
7697;2007;2007m12;São Gonçalo;3304904;Grande Niterói;22
7698;2007;2007m12;São Gonçalo;3304904;Grande Niterói;6
7699;2007;2007m12;Niterói;3303302;Grande Niterói;27
7700;2007;2007m12;Niterói;3303302;Grande Niterói;12
7701;2007;2007m12;Niterói;3303302;Grande Niterói;11
7702;2007;2007m12;Niterói;3303302;Grande Niterói;5
7703;2007;2007m12;Niterói;3303302;Grande Niterói;4
7704;2007;2007m12;Maricá;3302700;Grande Niterói;0
7705;2007;2007m12;Barra do Pirai;3300308;Interior;0
7706;2007;2007m12;Resende;3304201;Interior;0
7707;2007;2007m12;Barra Mansa;3300407;Interior;0
7708;2007;2007m12;Valença;3306107;Interior;0
7709;2007;2007m12;Rio das Flores;3304508;Interior;0
7710;2007;2007m12;Volta Redonda;3306305;Interior;0
7711;2007;2007m12;Piraí;3304003;Interior;0
7712;2007;2007m12;Vassouras;3306206;Interior;0
7713;2007;2007m12;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
7714;2007;2007m12;Mendes;3302809;Interior;0
7715;2007;2007m12;Engenheiro Paulo de Frontin;3301801;Interior;0
7716;2007;2007m12;Itatiaia;3302254;Interior;0
7717;2007;2007m12;"Porto Real;Quatis";9999992;Interior;0
7718;2007;2007m12;Pinheiral;3303955;Interior;0
7719;2007;2007m12;São José do Vale do Rio Preto;3305158;Interior;0
7720;2007;2007m12;Petrópolis;3303906;Interior;0
7721;2007;2007m12;Petrópolis;3303906;Interior;0
7722;2007;2007m12;Paraíba do Sul;3303708;Interior;0
7723;2007;2007m12;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;0
7724;2007;2007m12;Sapucaia;3305406;Interior;0
7725;2007;2007m12;Teresópolis;3305802;Interior;0
7726;2007;2007m12;Sumidouro;3305703;Interior;0
7727;2007;2007m12;Carmo;3301207;Interior;0
7728;2007;2007m12;Araruama;3300209;Interior;1
7729;2007;2007m12;Rio Bonito;3304300;Interior;0
7730;2007;2007m12;Silva Jardim;3305604;Interior;0
7731;2007;2007m12;Casimiro de Abreu;3301306;Interior;1
7732;2007;2007m12;Conceição de Macabú;3301405;Interior;0
7733;2007;2007m12;"Macaé;Quissamã;Carapebus";9999984;Interior;40
7734;2007;2007m12;Saquarema;3305505;Interior;0
7735;2007;2007m12;São Pedro da Aldeia;3305208;Interior;0
7736;2007;2007m12;"Cabo Frio;Arraial do Cabo";9999985;Interior;1
7737;2007;2007m12;Armação dos Búzios;3300233;Interior;0
7738;2007;2007m12;Rio das Ostras;3304524;Interior;0
7739;2007;2007m12;Iguaba Grande;3301876;Interior;0
7740;2007;2007m12;Campos dos Goytacazes;3301009;Interior;4
7741;2007;2007m12;Itaocara;3302106;Interior;0
7742;2007;2007m12;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
7743;2007;2007m12;Miracema;3303005;Interior;0
7744;2007;2007m12;Laje do Muriaé;3302304;Interior;0
7745;2007;2007m12;Porciúncula;3304102;Interior;0
7746;2007;2007m12;"Natividade;Varre-Sai";9999997;Interior;0
7747;2007;2007m12;São Fidélis;3304805;Interior;0
7748;2007;2007m12;Cambuci;3300902;Interior;0
7749;2007;2007m12;"Itaperuna;São José de Ubá";9999996;Interior;0
7750;2007;2007m12;Bom Jesus de Itabapoana;3300605;Interior;0
7751;2007;2007m12;São João da Barra;3305000;Interior;1
7752;2007;2007m12;Campos dos Goytacazes;3301009;Interior;6
7753;2007;2007m12;São Francisco de Itabapoana;3304755;Interior;0
7754;2007;2007m12;Nova Friburgo;3303401;Interior;0
7755;2007;2007m12;Duas Barras;3301603;Interior;0
7756;2007;2007m12;Cantagalo;3301108;Interior;0
7757;2007;2007m12;"Cordeiro;Macuco";9999998;Interior;0
7758;2007;2007m12;São Sebastião do Alto;3305307;Interior;0
7759;2007;2007m12;Santa Maria Madalena;3304607;Interior;0
7760;2007;2007m12;Trajano de Morais;3305901;Interior;0
7761;2007;2007m12;Bom Jardim;3300506;Interior;0
7762;2007;2007m12;Cachoeiras de Macacu;3300803;Interior;0
7763;2007;2007m12;Mangaratiba;3302601;Interior;1
7764;2007;2007m12;Angra dos Reis;3300100;Interior;2
7765;2007;2007m12;Paraty;3303807;Interior;3
7766;2007;2007m12;Rio Claro;3304409;Interior;0
7767;2008;2008m01;Rio de Janeiro;3304557;Capital;8
7768;2008;2008m01;Rio de Janeiro;3304557;Capital;18
7769;2008;2008m01;Rio de Janeiro;3304557;Capital;8
7770;2008;2008m01;Rio de Janeiro;3304557;Capital;15
7771;2008;2008m01;Rio de Janeiro;3304557;Capital;1
7772;2008;2008m01;Rio de Janeiro;3304557;Capital;6
7773;2008;2008m01;Rio de Janeiro;3304557;Capital;7
7774;2008;2008m01;Rio de Janeiro;3304557;Capital;2
7775;2008;2008m01;Rio de Janeiro;3304557;Capital;6
7776;2008;2008m01;Rio de Janeiro;3304557;Capital;8
7777;2008;2008m01;Rio de Janeiro;3304557;Capital;7
7778;2008;2008m01;Rio de Janeiro;3304557;Capital;11
7779;2008;2008m01;Rio de Janeiro;3304557;Capital;22
7780;2008;2008m01;Rio de Janeiro;3304557;Capital;6
7781;2008;2008m01;Rio de Janeiro;3304557;Capital;7
7782;2008;2008m01;Rio de Janeiro;3304557;Capital;9
7783;2008;2008m01;Rio de Janeiro;3304557;Capital;46
7784;2008;2008m01;Rio de Janeiro;3304557;Capital;14
7785;2008;2008m01;Rio de Janeiro;3304557;Capital;4
7786;2008;2008m01;Rio de Janeiro;3304557;Capital;4
7787;2008;2008m01;Rio de Janeiro;3304557;Capital;9
7788;2008;2008m01;Rio de Janeiro;3304557;Capital;3
7789;2008;2008m01;Rio de Janeiro;3304557;Capital;24
7790;2008;2008m01;Rio de Janeiro;3304557;Capital;9
7791;2008;2008m01;Rio de Janeiro;3304557;Capital;26
7792;2008;2008m01;Rio de Janeiro;3304557;Capital;6
7793;2008;2008m01;Rio de Janeiro;3304557;Capital;10
7794;2008;2008m01;Rio de Janeiro;3304557;Capital;45
7795;2008;2008m01;Rio de Janeiro;3304557;Capital;26
7796;2008;2008m01;Rio de Janeiro;3304557;Capital;25
7797;2008;2008m01;Rio de Janeiro;3304557;Capital;36
7798;2008;2008m01;Rio de Janeiro;3304557;Capital;15
7799;2008;2008m01;Rio de Janeiro;3304557;Capital;9
7800;2008;2008m01;Rio de Janeiro;3304557;Capital;9
7801;2008;2008m01;Rio de Janeiro;3304557;Capital;20
7802;2008;2008m01;Rio de Janeiro;3304557;Capital;19
7803;2008;2008m01;Rio de Janeiro;3304557;Capital;19
7804;2008;2008m01;Rio de Janeiro;3304557;Capital;1
7805;2008;2008m01;Rio de Janeiro;3304557;Capital;27
7806;2008;2008m01;Seropédica;3305554;Baixada Fluminense;1
7807;2008;2008m01;Itaguaí;3302007;Baixada Fluminense;1
7808;2008;2008m01;Paracambi;3303609;Baixada Fluminense;0
7809;2008;2008m01;Nova Iguaçu;3303500;Baixada Fluminense;8
7810;2008;2008m01;Mesquita;3302858;Baixada Fluminense;6
7811;2008;2008m01;Belford Roxo;3300456;Baixada Fluminense;15
7812;2008;2008m01;Queimados;3304144;Baixada Fluminense;1
7813;2008;2008m01;Nova Iguaçu;3303500;Baixada Fluminense;4
7814;2008;2008m01;Nilópolis;3303203;Baixada Fluminense;4
7815;2008;2008m01;Nova Iguaçu;3303500;Baixada Fluminense;2
7816;2008;2008m01;Duque de Caxias;3301702;Baixada Fluminense;36
7817;2008;2008m01;Duque de Caxias;3301702;Baixada Fluminense;10
7818;2008;2008m01;Duque de Caxias;3301702;Baixada Fluminense;0
7819;2008;2008m01;Duque de Caxias;3301702;Baixada Fluminense;7
7820;2008;2008m01;Japeri;3302270;Baixada Fluminense;0
7821;2008;2008m01;São João de Meriti;3305109;Baixada Fluminense;13
7822;2008;2008m01;"Magé;Guapimirim";9999982;Baixada Fluminense;1
7823;2008;2008m01;Magé;3302502;Baixada Fluminense;1
7824;2008;2008m01;"Itaboraí;Tanguá";9999983;Interior;18
7825;2008;2008m01;São Gonçalo;3304904;Grande Niterói;11
7826;2008;2008m01;São Gonçalo;3304904;Grande Niterói;20
7827;2008;2008m01;São Gonçalo;3304904;Grande Niterói;27
7828;2008;2008m01;São Gonçalo;3304904;Grande Niterói;0
7829;2008;2008m01;Niterói;3303302;Grande Niterói;27
7830;2008;2008m01;Niterói;3303302;Grande Niterói;10
7831;2008;2008m01;Niterói;3303302;Grande Niterói;7
7832;2008;2008m01;Niterói;3303302;Grande Niterói;3
7833;2008;2008m01;Niterói;3303302;Grande Niterói;2
7834;2008;2008m01;Maricá;3302700;Grande Niterói;0
7835;2008;2008m01;Barra do Pirai;3300308;Interior;1
7836;2008;2008m01;Resende;3304201;Interior;1
7837;2008;2008m01;Barra Mansa;3300407;Interior;0
7838;2008;2008m01;Valença;3306107;Interior;1
7839;2008;2008m01;Rio das Flores;3304508;Interior;0
7840;2008;2008m01;Volta Redonda;3306305;Interior;0
7841;2008;2008m01;Piraí;3304003;Interior;0
7842;2008;2008m01;Vassouras;3306206;Interior;0
7843;2008;2008m01;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
7844;2008;2008m01;Mendes;3302809;Interior;0
7845;2008;2008m01;Engenheiro Paulo de Frontin;3301801;Interior;0
7846;2008;2008m01;Itatiaia;3302254;Interior;0
7847;2008;2008m01;"Porto Real;Quatis";9999992;Interior;0
7848;2008;2008m01;Pinheiral;3303955;Interior;0
7849;2008;2008m01;São José do Vale do Rio Preto;3305158;Interior;1
7850;2008;2008m01;Petrópolis;3303906;Interior;0
7851;2008;2008m01;Petrópolis;3303906;Interior;0
7852;2008;2008m01;Paraíba do Sul;3303708;Interior;0
7853;2008;2008m01;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;0
7854;2008;2008m01;Sapucaia;3305406;Interior;0
7855;2008;2008m01;Teresópolis;3305802;Interior;0
7856;2008;2008m01;Sumidouro;3305703;Interior;0
7857;2008;2008m01;Carmo;3301207;Interior;0
7858;2008;2008m01;Araruama;3300209;Interior;1
7859;2008;2008m01;Rio Bonito;3304300;Interior;0
7860;2008;2008m01;Silva Jardim;3305604;Interior;0
7861;2008;2008m01;Casimiro de Abreu;3301306;Interior;0
7862;2008;2008m01;Conceição de Macabú;3301405;Interior;0
7863;2008;2008m01;"Macaé;Quissamã;Carapebus";9999984;Interior;33
7864;2008;2008m01;Saquarema;3305505;Interior;0
7865;2008;2008m01;São Pedro da Aldeia;3305208;Interior;1
7866;2008;2008m01;"Cabo Frio;Arraial do Cabo";9999985;Interior;0
7867;2008;2008m01;Armação dos Búzios;3300233;Interior;0
7868;2008;2008m01;Rio das Ostras;3304524;Interior;1
7869;2008;2008m01;Iguaba Grande;3301876;Interior;0
7870;2008;2008m01;Campos dos Goytacazes;3301009;Interior;2
7871;2008;2008m01;Itaocara;3302106;Interior;0
7872;2008;2008m01;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
7873;2008;2008m01;Miracema;3303005;Interior;0
7874;2008;2008m01;Laje do Muriaé;3302304;Interior;0
7875;2008;2008m01;Porciúncula;3304102;Interior;0
7876;2008;2008m01;"Natividade;Varre-Sai";9999997;Interior;0
7877;2008;2008m01;São Fidélis;3304805;Interior;0
7878;2008;2008m01;Cambuci;3300902;Interior;0
7879;2008;2008m01;"Itaperuna;São José de Ubá";9999996;Interior;0
7880;2008;2008m01;Bom Jesus de Itabapoana;3300605;Interior;0
7881;2008;2008m01;São João da Barra;3305000;Interior;0
7882;2008;2008m01;Campos dos Goytacazes;3301009;Interior;1
7883;2008;2008m01;São Francisco de Itabapoana;3304755;Interior;0
7884;2008;2008m01;Nova Friburgo;3303401;Interior;0
7885;2008;2008m01;Duas Barras;3301603;Interior;0
7886;2008;2008m01;Cantagalo;3301108;Interior;0
7887;2008;2008m01;"Cordeiro;Macuco";9999998;Interior;0
7888;2008;2008m01;São Sebastião do Alto;3305307;Interior;0
7889;2008;2008m01;Santa Maria Madalena;3304607;Interior;0
7890;2008;2008m01;Trajano de Morais;3305901;Interior;0
7891;2008;2008m01;Bom Jardim;3300506;Interior;0
7892;2008;2008m01;Cachoeiras de Macacu;3300803;Interior;1
7893;2008;2008m01;Mangaratiba;3302601;Interior;0
7894;2008;2008m01;Angra dos Reis;3300100;Interior;2
7895;2008;2008m01;Paraty;3303807;Interior;0
7896;2008;2008m01;Rio Claro;3304409;Interior;0
7897;2008;2008m02;Rio de Janeiro;3304557;Capital;11
7898;2008;2008m02;Rio de Janeiro;3304557;Capital;15
7899;2008;2008m02;Rio de Janeiro;3304557;Capital;4
7900;2008;2008m02;Rio de Janeiro;3304557;Capital;8
7901;2008;2008m02;Rio de Janeiro;3304557;Capital;3
7902;2008;2008m02;Rio de Janeiro;3304557;Capital;5
7903;2008;2008m02;Rio de Janeiro;3304557;Capital;10
7904;2008;2008m02;Rio de Janeiro;3304557;Capital;8
7905;2008;2008m02;Rio de Janeiro;3304557;Capital;4
7906;2008;2008m02;Rio de Janeiro;3304557;Capital;1
7907;2008;2008m02;Rio de Janeiro;3304557;Capital;3
7908;2008;2008m02;Rio de Janeiro;3304557;Capital;10
7909;2008;2008m02;Rio de Janeiro;3304557;Capital;7
7910;2008;2008m02;Rio de Janeiro;3304557;Capital;5
7911;2008;2008m02;Rio de Janeiro;3304557;Capital;7
7912;2008;2008m02;Rio de Janeiro;3304557;Capital;2
7913;2008;2008m02;Rio de Janeiro;3304557;Capital;50
7914;2008;2008m02;Rio de Janeiro;3304557;Capital;23
7915;2008;2008m02;Rio de Janeiro;3304557;Capital;9
7916;2008;2008m02;Rio de Janeiro;3304557;Capital;6
7917;2008;2008m02;Rio de Janeiro;3304557;Capital;12
7918;2008;2008m02;Rio de Janeiro;3304557;Capital;6
7919;2008;2008m02;Rio de Janeiro;3304557;Capital;7
7920;2008;2008m02;Rio de Janeiro;3304557;Capital;8
7921;2008;2008m02;Rio de Janeiro;3304557;Capital;27
7922;2008;2008m02;Rio de Janeiro;3304557;Capital;8
7923;2008;2008m02;Rio de Janeiro;3304557;Capital;6
7924;2008;2008m02;Rio de Janeiro;3304557;Capital;32
7925;2008;2008m02;Rio de Janeiro;3304557;Capital;23
7926;2008;2008m02;Rio de Janeiro;3304557;Capital;20
7927;2008;2008m02;Rio de Janeiro;3304557;Capital;35
7928;2008;2008m02;Rio de Janeiro;3304557;Capital;30
7929;2008;2008m02;Rio de Janeiro;3304557;Capital;10
7930;2008;2008m02;Rio de Janeiro;3304557;Capital;14
7931;2008;2008m02;Rio de Janeiro;3304557;Capital;25
7932;2008;2008m02;Rio de Janeiro;3304557;Capital;21
7933;2008;2008m02;Rio de Janeiro;3304557;Capital;10
7934;2008;2008m02;Rio de Janeiro;3304557;Capital;3
7935;2008;2008m02;Rio de Janeiro;3304557;Capital;11
7936;2008;2008m02;Seropédica;3305554;Baixada Fluminense;2
7937;2008;2008m02;Itaguaí;3302007;Baixada Fluminense;2
7938;2008;2008m02;Paracambi;3303609;Baixada Fluminense;0
7939;2008;2008m02;Nova Iguaçu;3303500;Baixada Fluminense;13
7940;2008;2008m02;Mesquita;3302858;Baixada Fluminense;8
7941;2008;2008m02;Belford Roxo;3300456;Baixada Fluminense;17
7942;2008;2008m02;Queimados;3304144;Baixada Fluminense;0
7943;2008;2008m02;Nova Iguaçu;3303500;Baixada Fluminense;4
7944;2008;2008m02;Nilópolis;3303203;Baixada Fluminense;1
7945;2008;2008m02;Nova Iguaçu;3303500;Baixada Fluminense;3
7946;2008;2008m02;Duque de Caxias;3301702;Baixada Fluminense;50
7947;2008;2008m02;Duque de Caxias;3301702;Baixada Fluminense;18
7948;2008;2008m02;Duque de Caxias;3301702;Baixada Fluminense;4
7949;2008;2008m02;Duque de Caxias;3301702;Baixada Fluminense;10
7950;2008;2008m02;Japeri;3302270;Baixada Fluminense;0
7951;2008;2008m02;São João de Meriti;3305109;Baixada Fluminense;16
7952;2008;2008m02;"Magé;Guapimirim";9999982;Baixada Fluminense;2
7953;2008;2008m02;Magé;3302502;Baixada Fluminense;1
7954;2008;2008m02;"Itaboraí;Tanguá";9999983;Interior;21
7955;2008;2008m02;São Gonçalo;3304904;Grande Niterói;8
7956;2008;2008m02;São Gonçalo;3304904;Grande Niterói;8
7957;2008;2008m02;São Gonçalo;3304904;Grande Niterói;27
7958;2008;2008m02;São Gonçalo;3304904;Grande Niterói;10
7959;2008;2008m02;Niterói;3303302;Grande Niterói;29
7960;2008;2008m02;Niterói;3303302;Grande Niterói;11
7961;2008;2008m02;Niterói;3303302;Grande Niterói;13
7962;2008;2008m02;Niterói;3303302;Grande Niterói;3
7963;2008;2008m02;Niterói;3303302;Grande Niterói;1
7964;2008;2008m02;Maricá;3302700;Grande Niterói;2
7965;2008;2008m02;Barra do Pirai;3300308;Interior;1
7966;2008;2008m02;Resende;3304201;Interior;1
7967;2008;2008m02;Barra Mansa;3300407;Interior;3
7968;2008;2008m02;Valença;3306107;Interior;0
7969;2008;2008m02;Rio das Flores;3304508;Interior;0
7970;2008;2008m02;Volta Redonda;3306305;Interior;3
7971;2008;2008m02;Piraí;3304003;Interior;0
7972;2008;2008m02;Vassouras;3306206;Interior;0
7973;2008;2008m02;"Miguel Pereira;Paty dos Alferes";9999999;Interior;0
7974;2008;2008m02;Mendes;3302809;Interior;0
7975;2008;2008m02;Engenheiro Paulo de Frontin;3301801;Interior;0
7976;2008;2008m02;Itatiaia;3302254;Interior;0
7977;2008;2008m02;"Porto Real;Quatis";9999992;Interior;0
7978;2008;2008m02;Pinheiral;3303955;Interior;0
7979;2008;2008m02;São José do Vale do Rio Preto;3305158;Interior;1
7980;2008;2008m02;Petrópolis;3303906;Interior;0
7981;2008;2008m02;Petrópolis;3303906;Interior;0
7982;2008;2008m02;Paraíba do Sul;3303708;Interior;0
7983;2008;2008m02;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;0
7984;2008;2008m02;Sapucaia;3305406;Interior;0
7985;2008;2008m02;Teresópolis;3305802;Interior;0
7986;2008;2008m02;Sumidouro;3305703;Interior;0
7987;2008;2008m02;Carmo;3301207;Interior;0
7988;2008;2008m02;Araruama;3300209;Interior;0
7989;2008;2008m02;Rio Bonito;3304300;Interior;1
7990;2008;2008m02;Silva Jardim;3305604;Interior;0
7991;2008;2008m02;Casimiro de Abreu;3301306;Interior;0
7992;2008;2008m02;Conceição de Macabú;3301405;Interior;0
7993;2008;2008m02;"Macaé;Quissamã;Carapebus";9999984;Interior;21
7994;2008;2008m02;Saquarema;3305505;Interior;0
7995;2008;2008m02;São Pedro da Aldeia;3305208;Interior;2
7996;2008;2008m02;"Cabo Frio;Arraial do Cabo";9999985;Interior;0
7997;2008;2008m02;Armação dos Búzios;3300233;Interior;0
7998;2008;2008m02;Rio das Ostras;3304524;Interior;1
7999;2008;2008m02;Iguaba Grande;3301876;Interior;0
8000;2008;2008m02;Campos dos Goytacazes;3301009;Interior;10
8001;2008;2008m02;Itaocara;3302106;Interior;0
8002;2008;2008m02;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
8003;2008;2008m02;Miracema;3303005;Interior;0
8004;2008;2008m02;Laje do Muriaé;3302304;Interior;0
8005;2008;2008m02;Porciúncula;3304102;Interior;0
8006;2008;2008m02;"Natividade;Varre-Sai";9999997;Interior;0
8007;2008;2008m02;São Fidélis;3304805;Interior;0
8008;2008;2008m02;Cambuci;3300902;Interior;0
8009;2008;2008m02;"Itaperuna;São José de Ubá";9999996;Interior;0
8010;2008;2008m02;Bom Jesus de Itabapoana;3300605;Interior;0
8011;2008;2008m02;São João da Barra;3305000;Interior;1
8012;2008;2008m02;Campos dos Goytacazes;3301009;Interior;6
8013;2008;2008m02;São Francisco de Itabapoana;3304755;Interior;1
8014;2008;2008m02;Nova Friburgo;3303401;Interior;1
8015;2008;2008m02;Duas Barras;3301603;Interior;0
8016;2008;2008m02;Cantagalo;3301108;Interior;0
8017;2008;2008m02;"Cordeiro;Macuco";9999998;Interior;0
8018;2008;2008m02;São Sebastião do Alto;3305307;Interior;0
8019;2008;2008m02;Santa Maria Madalena;3304607;Interior;0
8020;2008;2008m02;Trajano de Morais;3305901;Interior;0
8021;2008;2008m02;Bom Jardim;3300506;Interior;0
8022;2008;2008m02;Cachoeiras de Macacu;3300803;Interior;0
8023;2008;2008m02;Mangaratiba;3302601;Interior;0
8024;2008;2008m02;Angra dos Reis;3300100;Interior;0
8025;2008;2008m02;Paraty;3303807;Interior;0
8026;2008;2008m02;Rio Claro;3304409;Interior;0
8027;2008;2008m03;Rio de Janeiro;3304557;Capital;9
8028;2008;2008m03;Rio de Janeiro;3304557;Capital;22
8029;2008;2008m03;Rio de Janeiro;3304557;Capital;4
8030;2008;2008m03;Rio de Janeiro;3304557;Capital;16
8031;2008;2008m03;Rio de Janeiro;3304557;Capital;4
8032;2008;2008m03;Rio de Janeiro;3304557;Capital;9
8033;2008;2008m03;Rio de Janeiro;3304557;Capital;11
8034;2008;2008m03;Rio de Janeiro;3304557;Capital;14
8035;2008;2008m03;Rio de Janeiro;3304557;Capital;4
8036;2008;2008m03;Rio de Janeiro;3304557;Capital;3
8037;2008;2008m03;Rio de Janeiro;3304557;Capital;6
8038;2008;2008m03;Rio de Janeiro;3304557;Capital;17
8039;2008;2008m03;Rio de Janeiro;3304557;Capital;17
8040;2008;2008m03;Rio de Janeiro;3304557;Capital;12
8041;2008;2008m03;Rio de Janeiro;3304557;Capital;11
8042;2008;2008m03;Rio de Janeiro;3304557;Capital;6
8043;2008;2008m03;Rio de Janeiro;3304557;Capital;62
8044;2008;2008m03;Rio de Janeiro;3304557;Capital;13
8045;2008;2008m03;Rio de Janeiro;3304557;Capital;5
8046;2008;2008m03;Rio de Janeiro;3304557;Capital;10
8047;2008;2008m03;Rio de Janeiro;3304557;Capital;12
8048;2008;2008m03;Rio de Janeiro;3304557;Capital;1
8049;2008;2008m03;Rio de Janeiro;3304557;Capital;7
8050;2008;2008m03;Rio de Janeiro;3304557;Capital;11
8051;2008;2008m03;Rio de Janeiro;3304557;Capital;30
8052;2008;2008m03;Rio de Janeiro;3304557;Capital;10
8053;2008;2008m03;Rio de Janeiro;3304557;Capital;3
8054;2008;2008m03;Rio de Janeiro;3304557;Capital;27
8055;2008;2008m03;Rio de Janeiro;3304557;Capital;30
8056;2008;2008m03;Rio de Janeiro;3304557;Capital;23
8057;2008;2008m03;Rio de Janeiro;3304557;Capital;26
8058;2008;2008m03;Rio de Janeiro;3304557;Capital;18
8059;2008;2008m03;Rio de Janeiro;3304557;Capital;13
8060;2008;2008m03;Rio de Janeiro;3304557;Capital;24
8061;2008;2008m03;Rio de Janeiro;3304557;Capital;18
8062;2008;2008m03;Rio de Janeiro;3304557;Capital;18
8063;2008;2008m03;Rio de Janeiro;3304557;Capital;12
8064;2008;2008m03;Rio de Janeiro;3304557;Capital;2
8065;2008;2008m03;Rio de Janeiro;3304557;Capital;7
8066;2008;2008m03;Seropédica;3305554;Baixada Fluminense;0
8067;2008;2008m03;Itaguaí;3302007;Baixada Fluminense;2
8068;2008;2008m03;Paracambi;3303609;Baixada Fluminense;0
8069;2008;2008m03;Nova Iguaçu;3303500;Baixada Fluminense;11
8070;2008;2008m03;Mesquita;3302858;Baixada Fluminense;14
8071;2008;2008m03;Belford Roxo;3300456;Baixada Fluminense;15
